ts	type	player	id	wood	food	gold	stone	name	wood_market	food_market	stone_market
118406	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
121290	BUILD	2	562	100	0	0	0	Lumber Camp	100	100	130
126414	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
131371	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
135691	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
141466	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
142936	BUILD	8	562	100	0	0	0	Lumber Camp	100	100	130
143530	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
147661	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
147857	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
149117	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
152803	BUILD	3	70	25	0	0	0	House	100	100	130
152803	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
153034	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
153232	BUILD	5	562	100	0	0	0	Lumber Camp	100	100	130
153628	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
159425	BUILD	1	70	25	0	0	0	House	100	100	130
161488	BUILD	1	70	25	0	0	0	House	100	100	130
163388	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
164004	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
164200	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
164396	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
164816	BUILD	1	70	25	0	0	0	House	100	100	130
166664	BUILD	8	70	25	0	0	0	House	100	100	130
167280	BUILD	1	70	25	0	0	0	House	100	100	130
174896	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
175752	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
177782	BUILD	3	70	25	0	0	0	House	100	100	130
184166	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
184390	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
184586	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
185202	BUILD	4	70	25	0	0	0	House	100	100	130
188118	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
190198	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
191862	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
194410	BUILD	8	70	25	0	0	0	House	100	100	130
196282	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
196490	BUILD	7	800	30	0	0	0	Palisade Gate	100	100	130
196906	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
198154	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
198362	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
202101	BUILD	1	70	25	0	0	0	House	100	100	130
205201	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
205630	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
205828	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
206637	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
206861	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
208722	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
209961	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
209961	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
209961	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
210161	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
213878	BUILD	6	70	25	0	0	0	House	100	100	130
214914	BUILD	3	70	25	0	0	0	House	100	100	130
223353	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
230974	BUILD	2	70	25	0	0	0	House	100	100	130
233886	RESEARCH	2	22	0	0	50	0	Loom	100	100	130
235926	BUILD	4	70	25	0	0	0	House	100	100	130
241304	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
241500	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
241899	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
241899	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
242130	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
242328	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
245430	BUILD	3	70	25	0	0	0	House	100	100	130
247092	RESEARCH	6	22	0	0	50	0	Loom	100	100	130
247512	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
247722	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
248142	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
261013	BUILD	3	562	100	0	0	0	Lumber Camp	100	100	130
264318	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
264518	BUILD	7	562	100	0	0	0	Lumber Camp	100	100	130
266382	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
266802	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
267222	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
267614	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
268235	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
268235	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
270505	BUILD	4	70	25	0	0	0	House	100	100	130
280237	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
280433	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
280825	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
281448	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
281877	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
285163	BUILD	2	68	100	0	0	0	Mill	100	100	130
288859	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
289083	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
294016	BUILD	4	68	100	0	0	0	Mill	100	100	130
294828	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
295052	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
300820	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
301016	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
306168	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
308632	BUILD	6	800	30	0	0	0	Palisade Gate	100	100	130
312132	BUILD	1	70	25	0	0	0	House	100	100	130
312356	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
313784	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
314400	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
314820	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
321204	BUILD	4	792	30	0	0	0	Palisade Gate	100	100	130
323472	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
323668	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
324067	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
324298	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
330889	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
330889	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
331096	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
332944	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
333364	BUILD	5	68	100	0	0	0	Mill	100	100	130
336459	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
336884	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
338543	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
339159	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
339579	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
341821	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
348826	BUILD	8	68	100	0	0	0	Mill	100	100	130
351928	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
353595	BUILD	2	562	100	0	0	0	Lumber Camp	100	100	130
354620	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
354620	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
355045	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
357953	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
358778	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
360427	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
362891	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
368477	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
371348	BUILD	1	562	100	0	0	0	Lumber Camp	100	100	130
379187	BUILD	8	70	25	0	0	0	House	100	100	130
379812	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
383526	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
383722	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
386434	BUILD	6	70	25	0	0	0	House	100	100	130
389544	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
390160	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
390580	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
393888	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
394284	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
396349	BUILD	8	70	25	0	0	0	House	100	100	130
396965	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
397392	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
400484	BUILD	7	804	30	0	0	0	Palisade Gate	100	100	130
401959	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
402159	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
408820	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
411745	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
413820	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
414020	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
419631	BUILD	8	50	60	0	0	0	Farm	100	100	130
425420	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
425845	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
428545	BUILD	7	70	25	0	0	0	House	100	100	130
428970	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
429170	BUILD	7	70	25	0	0	0	House	100	100	130
429795	BUILD	2	70	25	0	0	0	House	100	100	130
429795	BUILD	7	70	25	0	0	0	House	100	100	130
431045	BUILD	4	68	100	0	0	0	Mill	100	100	130
434170	BUILD	3	68	100	0	0	0	Mill	100	100	130
434395	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
434595	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
443345	BUILD	8	50	60	0	0	0	Farm	100	100	130
445420	BUILD	6	68	100	0	0	0	Mill	100	100	130
449570	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
449795	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
450195	BUILD	5	50	60	0	0	0	Farm	100	100	130
451670	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
452070	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
452070	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
452295	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
452495	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
452495	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
452695	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
452695	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
452920	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
452920	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
453120	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
453320	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
453745	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
453945	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
453945	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
454370	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
454795	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
455420	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
455820	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
456245	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
459342	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
459967	BUILD	3	12	175	0	0	0	Barracks	100	100	130
460592	BUILD	2	584	100	0	0	0	Mining Camp	100	100	130
462892	BUILD	1	68	100	0	0	0	Mill	100	100	130
466217	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
471390	BUILD	3	70	25	0	0	0	House	100	100	130
475734	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
484909	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
496292	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
501230	BUILD	5	584	100	0	0	0	Mining Camp	100	100	130
501230	BUILD	8	68	100	0	0	0	Mill	100	100	130
505583	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
506408	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
506804	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
513048	BUILD	4	562	100	0	0	0	Lumber Camp	100	100	130
517194	BUILD	5	50	60	0	0	0	Farm	100	100	130
518648	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
520519	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
525258	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
526691	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
530428	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
536620	BUILD	6	584	100	0	0	0	Mining Camp	100	100	130
538070	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
538268	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
539741	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
540141	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
541190	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
542649	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
543674	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
543899	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
544924	DE_QUEUE	5	83	0	50	0	0	Villager (Male)	100	100	130
550149	RESEARCH	2	101	0	500	0	0	Feudal Age	100	100	130
555522	DE_QUEUE	8	83	0	50	0	0	Villager (Male)	100	100	130
557563	BUILD	7	68	100	0	0	0	Mill	100	100	130
558375	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
558375	RESEARCH	4	101	0	500	0	0	Feudal Age	100	100	130
560049	BUILD	5	50	60	0	0	0	Farm	100	100	130
562116	BUILD	3	70	25	0	0	0	House	100	100	130
563166	BUILD	3	70	25	0	0	0	House	100	100	130
563991	RESEARCH	8	22	0	0	50	0	Loom	100	100	130
568166	BUILD	8	50	60	0	0	0	Farm	100	100	130
577708	BUILD	8	50	60	0	0	0	Farm	100	100	130
582058	BUILD	4	584	100	0	0	0	Mining Camp	100	100	130
586180	BUILD	1	584	100	0	0	0	Mining Camp	100	100	130
587205	BUILD	6	804	30	0	0	0	Palisade Gate	100	100	130
590924	BUILD	2	12	175	0	0	0	Barracks	100	100	130
593424	BUILD	6	50	60	0	0	0	Farm	100	100	130
594274	BUILD	6	50	60	0	0	0	Farm	100	100	130
595499	BUILD	6	50	60	0	0	0	Farm	100	100	130
597374	BUILD	6	50	60	0	0	0	Farm	100	100	130
599049	BUILD	6	50	60	0	0	0	Farm	100	100	130
600724	BUILD	6	50	60	0	0	0	Farm	100	100	130
600924	BUILD	7	584	100	0	0	0	Mining Camp	100	100	130
601749	BUILD	8	50	60	0	0	0	Farm	100	100	130
602807	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
602807	RESEARCH	6	101	0	500	0	0	Feudal Age	100	100	130
612693	BUILD	7	50	60	0	0	0	Farm	100	100	130
613734	BUILD	7	50	60	0	0	0	Farm	100	100	130
614757	BUILD	7	50	60	0	0	0	Farm	100	100	130
619532	BUILD	3	70	25	0	0	0	House	100	100	130
620792	BUILD	8	50	60	0	0	0	Farm	100	100	130
621386	BUILD	3	70	25	0	0	0	House	100	100	130
624917	BUILD	7	50	60	0	0	0	Farm	100	100	130
626355	BUILD	8	50	60	0	0	0	Farm	100	100	130
633788	RESEARCH	1	101	0	500	0	0	Feudal Age	100	100	130
635628	RESEARCH	3	101	0	500	0	0	Feudal Age	100	100	130
635853	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
637938	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
638334	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
638532	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
638763	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
646368	BUILD	3	50	60	0	0	0	Farm	100	100	130
647193	BUILD	3	50	60	0	0	0	Farm	100	100	130
648447	RESEARCH	5	101	0	500	0	0	Feudal Age	100	100	130
648645	BUILD	3	50	60	0	0	0	Farm	100	100	130
649668	BUILD	3	50	60	0	0	0	Farm	100	100	130
653397	RESEARCH	8	101	0	500	0	0	Feudal Age	100	100	130
658954	RESEARCH	8	202	50	100	0	0	Double-Bit Axe	100	100	130
659581	BUILD	3	50	60	0	0	0	Farm	100	100	130
661033	BUILD	3	50	60	0	0	0	Farm	100	100	130
662056	BUILD	3	50	60	0	0	0	Farm	100	100	130
663079	BUILD	3	50	60	0	0	0	Farm	100	100	130
669285	BUILD	7	50	60	0	0	0	Farm	100	100	130
669475	BUILD	4	12	175	0	0	0	Barracks	100	100	130
676727	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
679831	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
682318	BUILD	6	50	60	0	0	0	Farm	100	100	130
685432	BUILD	6	50	60	0	0	0	Farm	100	100	130
687901	BUILD	8	50	60	0	0	0	Farm	100	100	130
692026	RESEARCH	4	202	50	100	0	0	Double-Bit Axe	100	100	130
693478	RESEARCH	7	101	0	500	0	0	Feudal Age	100	100	130
693676	RESEARCH	7	101	0	500	0	0	Feudal Age	100	100	130
694930	RESEARCH	4	14	75	75	0	0	Horse Collar	100	100	130
698651	BUILD	3	12	175	0	0	0	Barracks	100	100	130
702368	BUILD	1	12	175	0	0	0	Barracks	100	100	130
706493	BUILD	3	50	60	0	0	0	Farm	100	100	130
706922	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
707318	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
708341	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
708572	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
710420	BUILD	2	101	175	0	0	0	Stable	100	100	130
710816	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
711047	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
718472	BUILD	5	50	60	0	0	0	Farm	100	100	130
718670	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
718868	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
724445	BUILD	5	50	60	0	0	0	Farm	100	100	130
725666	BUILD	1	50	60	0	0	0	Farm	100	100	130
726491	BUILD	1	50	60	0	0	0	Farm	100	100	130
727316	BUILD	1	50	60	0	0	0	Farm	100	100	130
727745	BUILD	4	70	25	0	0	0	House	100	100	130
728570	BUILD	2	103	150	0	0	0	Blacksmith	100	100	130
733916	BUILD	1	50	60	0	0	0	Farm	100	100	130
735566	BUILD	1	50	60	0	0	0	Farm	100	100	130
735566	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
736622	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
743680	RESEARCH	6	213	50	175	0	0	Wheelbarrow	100	100	130
743878	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
744505	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
745528	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
745924	RESEARCH	6	202	50	100	0	0	Double-Bit Axe	100	100	130
750478	BUILD	6	70	25	0	0	0	House	100	100	130
759124	BUILD	8	12	175	0	0	0	Barracks	100	100	130
759751	BUILD	4	50	60	0	0	0	Farm	100	100	130
760180	RESEARCH	5	22	0	0	50	0	Loom	100	100	130
760378	BUILD	2	101	175	0	0	0	Stable	100	100	130
761203	BUILD	4	50	60	0	0	0	Farm	100	100	130
762226	BUILD	4	50	60	0	0	0	Farm	100	100	130
763678	BUILD	4	50	60	0	0	0	Farm	100	100	130
763678	BUILD	8	70	25	0	0	0	House	100	100	130
764701	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
770674	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
774205	BUILD	3	84	175	0	0	0	Market	100	100	130
776251	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
778726	DE_QUEUE	3	83	0	50	0	0	Villager (Male)	100	100	130
783478	BUILD	3	562	100	0	0	0	Lumber Camp	100	100	130
784303	BUILD	1	84	175	0	0	0	Market	100	100	130
784303	BUILD	5	84	175	0	0	0	Market	100	100	130
785953	BUILD	2	70	25	0	0	0	House	100	100	130
786778	BUILD	2	70	25	0	0	0	House	100	100	130
788428	BUILD	2	70	25	0	0	0	House	100	100	130
789649	BUILD	8	70	25	0	0	0	House	100	100	130
790276	RESEARCH	3	202	50	100	0	0	Double-Bit Axe	100	100	130
790903	BUILD	4	84	175	0	0	0	Market	100	100	130
791101	BUILD	1	50	60	0	0	0	Farm	100	100	130
792355	BUILD	1	50	60	0	0	0	Farm	100	100	130
794005	BUILD	5	103	150	0	0	0	Blacksmith	100	100	130
794599	DE_QUEUE	6	83	0	50	0	0	Villager (Male)	100	100	130
801001	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
801199	DE_QUEUE	2	83	0	50	0	0	Villager (Male)	100	100	130
801628	BUILD	8	68	100	0	0	0	Mill	100	100	130
802255	BUILD	4	50	60	0	0	0	Farm	100	100	130
802849	DE_QUEUE	7	83	0	50	0	0	Villager (Male)	100	100	130
805126	DE_QUEUE	4	83	0	50	0	0	Villager (Male)	100	100	130
808624	DE_QUEUE	1	83	0	50	0	0	Villager (Male)	100	100	130
